Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
KEYS,Keysight Technologies Inc Comm,92.1,1.1,1.21%,91.06,93.27,90.38,1040000,4/9/2020
KHC,Kraft Heinz Company,28.11,0.79,2.89%,27.35,28.5,27.35,11111900,4/9/2020
KIM,Kimco Realty Corp,10.82,1.19,12.36%,10.18,11.24,10.18,10279000,4/9/2020
KLAC,K L A-Tencor Corp,150.12,-2.25,-1.48%,152.15,157.87,148.49,1303800,4/9/2020
KMB,Kimberly-Clark Corp,131.49,-1.15,-0.87%,132.17,136.33,130.52,2256900,4/9/2020
KMI,Kinder Morgan,15.36,0.53,3.57%,15.2,15.89,14.9,17469799,4/9/2020
KMPR,Kemper Corp,72.99,4.95,7.28%,69,73.28,68.98,387900,4/9/2020
KMX,Carmax Inc,66.5,3.28,5.19%,64.97,70.26,64.5,2834100,4/9/2020
KNX,Knight-Swift Transporation Inc,35.03,1.19,3.52%,34.09,35.17,33.84,2205200,4/9/2020
KO,Coca-Cola Company,49,1.18,2.47%,48.44,49.73,48.35,19167199,4/9/2020
KOS,Kosmos Energy Ltd,0.93,0.0111,1.21%,0.94,1.0377,0.8835,17042100,4/9/2020
KR,Kroger Company,31.06,0.04,0.13%,30.33,31.3,30.01,17331600,4/9/2020
KRC,Kilroy Realty Corp,66.05,2.85,4.51%,64.7,66.89,64.55,1098500,4/9/2020
KSS,Kohl's Corp,19.91,2.39,13.64%,18.88,21.28,18.81,16693600,4/9/2020
KSU,Kansas City Southern,136.6,-3.15,-2.25%,132.17,141.46,132.17,2242100,4/9/2020
L,Loews Corp,39.42,1.45,3.82%,38.43,40.47,38.43,1474500,4/9/2020
LAMR,Lamar Advertis A,50.65,2.5,5.19%,51.24,53.84,49.51,1394100,4/9/2020
LAZ,Lazard Ltd,26.86,0.22,0.83%,26.64,28.09,26.17,526600,4/9/2020
LB,L Brands Inc,14.93,0.35,2.40%,15.65,16.96,14.69,12328700,4/9/2020
LBRDA,Liberty Broadbd A,111.63,0.74,0.67%,112.51,112.82,110.45,68000,4/9/2020
LBRDK,Liberty Broadbd C,115.48,0.25,0.22%,116.88,116.91,113.72,388300,4/9/2020
LDOS,Leidos Holdings Inc,95.46,0.02,0.02%,96.22,98.23,94.75,1083800,4/9/2020
LEA,Lear Corp,91.15,2.06,2.31%,92.55,94,90.43,540400,4/9/2020
LECO,Lincoln Elec Hld,78.1,0.38,0.49%,79.22,80.7,76.7,328600,4/9/2020
LEG,Leggett & Platt Inc,29.88,1.11,3.86%,29.68,30.67,29.11,1669100,4/9/2020
LEN,Lennar Corp,44.8,1.44,3.32%,45.1,47.83,44,5443700,4/9/2020
LEN.B,Lennar Corp Cl B,33.78,1.18,3.62%,33.74,36.1,33.2,172200,4/9/2020
LFUS,Littelfuse Inc,138.05,0.05,0.04%,141.03,145.05,137,157400,4/9/2020
LGF.A,Lions Gate Entertainment Corp Cl A,6.29,0.4,6.79%,6.03,6.58,6.03,1268600,4/9/2020
LGF.B,Lions Gate Entertainment Corp Cl B,5.82,0.3,5.43%,5.59,6.13,5.59,759900,4/9/2020
LH,Laboratory Corp of America Holdings,146.8,5.64,4.00%,144.67,149.66,142,1515800,4/9/2020
LHX,L3Harris Technologies Inc,190.79,5.59,3.02%,186.37,194.24,186.03,1873400,4/9/2020
LII,Lennox International,204.29,8.61,4.40%,200,212.32,197.3,384700,4/9/2020
LIN,Linde Plc,189.48,2.54,1.36%,183.31,190.05,183.25,3206900,4/9/2020
LKQ,LKQ Corp,22.53,0.53,2.41%,22.66,23.5,22.17,2491700,4/9/2020
LLY,Eli Lilly and Company,145.73,-0.49,-0.34%,144.51,146.4,143.55,4415500,4/9/2020
LM,Legg Mason Inc,49.1,-0.15,-0.30%,49.3,49.5,48.91,2364500,4/9/2020
LMT,Lockheed Martin Corp,371,9.59,2.65%,369.74,376.33,363.52,1629300,4/9/2020
LNC,Lincoln National Corp,34.29,1.73,5.31%,34.43,36.93,32.95,3851100,4/9/2020
LNG,Cheniere Energy,38.58,2.07,5.67%,37.76,39.66,36.94,3034200,4/9/2020
LNT,Alliant Energy Corp,53.14,1.91,3.73%,51.51,54.45,51.51,1351200,4/9/2020
LOGM,Logmein Inc,84.7,0.53,0.63%,84.4,84.96,84.02,1025900,4/9/2020
LOPE,Grand Canyon Educati,76.3,0.83,1.10%,77.32,77.32,74.66,485500,4/9/2020
LOW,Lowe's Companies,95.31,0.96,1.02%,96.44,98.39,94.77,6543900,4/9/2020
LPLA,Lpl Financial Hld,57.58,3.13,5.75%,55.73,58.92,54.46,1232600,4/9/2020
LRCX,Lam Research Corp,258.28,-8.47,-3.18%,271.7,277.42,255.76,2620600,4/9/2020
LSI,Life Storage,102.32,3.83,3.89%,100.67,103.76,99.56,509400,4/9/2020
LSTR,Landstar System,104.09,3.9,3.89%,100.45,104.94,100.45,436100,4/9/2020
LSXMA,Liberty Srs XM CS A,32.05,0.28,0.88%,32.26,33.74,31.52,864300,4/9/2020
LSXMK,Liberty Srs XM CS C,32.34,0.38,1.19%,32.34,34.13,31.81,984800,4/9/2020
LULU,Lululemon Athletica,203.51,7.5,3.83%,199.64,206,198.48,1898300,4/9/2020
LUV,Southwest Airlines Company,36.47,2.17,6.33%,36.3,37.31,35.13,10383600,4/9/2020
LVS,Las Vegas Sands,47.86,1.31,2.81%,48.41,49.89,46.15,7266000,4/9/2020
LW,Lamb Weston Holdings Inc,58.4,0.65,1.13%,58.71,62.27,58.01,2046800,4/9/2020
LYB,Lyondellbasell Industries NV,58.93,3.46,6.24%,56.56,59.97,55.66,3735100,4/9/2020
LYFT,Lyft Inc Cl A,30.33,0.69,2.33%,30.28,32.3,29.81,11335801,4/9/2020
LYV,Live Nation Entertainment,38.27,0.51,1.35%,40.84,40.88,37.86,6288200,4/9/2020
M,Macy's Inc,6.66,0.65,10.82%,6.52,7.18,6.44,51668199,4/9/2020
MA,Mastercard Inc,269.4,-1.55,-0.57%,275.13,276,267.72,6662900,4/9/2020
MAA,Mid-America Apartment Communities,116.65,5.72,5.16%,112.35,119.49,112.35,1328600,4/9/2020
MAC,Macerich Company,9.42,1.3,16.01%,8.93,10.89,8.89,13801700,4/9/2020
MAN,Manpower Inc,61.8,0.86,1.41%,61.84,63.21,60.86,660100,4/9/2020
MANH,Manhattan Assoc,57.75,3.66,6.77%,55.87,58.7,54.19,899500,4/9/2020
MAR,Marriot Int Cl A,81.31,-1.22,-1.48%,86.04,89.03,79.67,10342899,4/9/2020
MAS,Masco Corp,40.37,0.83,2.10%,39.68,40.9,39.68,3166000,4/9/2020
MASI,Masimo Corp,185.42,0.24,0.13%,185.71,187.98,182,474700,4/9/2020
MAT,Mattel Inc,9.3,0.8,9.41%,8.65,9.63,8.65,7259700,4/9/2020
MCD,McDonald's Corp,183.7,6.21,3.50%,180.73,185.46,179.62,4901800,4/9/2020
MCHP,Microchip Technology,78.45,-1.07,-1.35%,79.5,83.89,77.86,6068300,4/9/2020
MCK,Mckesson Corp,133.32,1.76,1.34%,132.16,135.84,130.61,1857000,4/9/2020
MCO,Moody's Corp,241.68,15.16,6.69%,228.88,248.18,228.13,2129400,4/9/2020
MCY,Mercury General Corp,41.44,0.14,0.34%,42.01,42.97,40.79,331200,4/9/2020
MD,Mednax Inc,14,0.03,0.21%,14.57,14.79,13.81,1456900,4/9/2020
MDB,Mongodb Inc Cl A,140.34,5.02,3.71%,138.28,140.88,137,1125500,4/9/2020
MDLA,Medallia Inc,20,0.65,3.36%,19.49,20.98,19.49,2569400,4/9/2020
MDLZ,Mondelez Intl Inc,52.34,0.55,1.06%,51.79,53.6,51.7,7989900,4/9/2020
MDT,Medtronic Inc,101.03,1.75,1.76%,99.5,102.48,99.27,8080400,4/9/2020
MDU,Mdu Res Group Inc,24.68,1.15,4.89%,24.01,24.96,24.01,1221100,4/9/2020
MET,Metlife Inc,35.46,1.99,5.95%,34.41,36.36,34.41,10681800,4/9/2020
MFA,MFA Financial Inc,1.98,0.21,11.86%,2.26,2.43,1.68,158532891,4/9/2020
MGM,MGM Resorts International,14.55,-0.45,-3.00%,16.24,16.44,14.05,40500500,4/9/2020
MHK,Mohawk Industries,88.01,2.92,3.43%,87.26,90.94,86.25,941100,4/9/2020
MIC,Macquarie Infrastructure Company Trust,24,1.83,8.25%,23.5,24.43,22.61,2095000,4/9/2020
MIDD,Middleby Corp,58.08,2.21,3.96%,57.78,60.24,57.01,1436000,4/9/2020
MKC,Mccormick & Company Inc,154.3,5.2,3.49%,148.53,154.95,148.53,779300,4/9/2020
MKL,Markel Corp,1005.4,25.02,2.55%,982,1022.79,982,56100,4/9/2020
MKSI,Mks Instruments Inc,86.52,-3.34,-3.72%,92.61,93.46,85.8,492200,4/9/2020
MKTX,Marketaxess Holdings,403.35,7.73,1.95%,399.3,405.29,397.49,221100,4/9/2020
MLM,Martin Marietta Materials,208.19,11.42,5.80%,199.81,214.5,199.81,1024700,4/9/2020
MMC,Marsh & Mclennan Companies,96.61,3,3.20%,94.51,97,94.2,3061800,4/9/2020
MMM,3M Company,147.78,-1.21,-0.81%,148.46,149.73,146.54,4784200,4/9/2020
MNST,Monster Beverage Cp,60.51,0.25,0.41%,60.48,61.35,59.83,2559200,4/9/2020
MO,Altria Group,40.91,0.78,1.94%,40.13,41.54,40.13,8933800,4/9/2020
MOH,Molina Healthcare Inc,153.28,-4.28,-2.72%,157.84,161.01,152.57,547200,4/9/2020
MORN,Morningstar Inc,124.15,0.95,0.77%,125.12,125.12,120.35,174000,4/9/2020
MOS,Mosaic Company,12.97,1.17,9.92%,12.26,13.41,12.16,7787200,4/9/2020
MPC,Marathon Petroleum Corp,25.63,1.32,5.43%,26.07,27.27,24.03,15625700,4/9/2020
MPW,Medical Properties Trust,18.29,0.17,0.94%,18.76,19.16,18.12,10856899,4/9/2020
MPWR,Monolithic Power Sys,167.93,-5.55,-3.20%,175.75,176.82,165.03,416800,4/9/2020
MRK,Merck & Company,82.49,0.87,1.07%,81.17,83.29,80.18,13241500,4/9/2020
MRNA,Moderna Inc,31.86,-0.56,-1.73%,32.55,32.92,31.32,4861700,4/9/2020
MRO,Marathon Oil Corp,4.12,0.17,4.30%,4.35,4.55,3.82,100806094,4/9/2020
MRVL,Marvell Tech Group,24.28,-0.46,-1.86%,25.09,25.28,23.88,9993500,4/9/2020
MS,Morgan Stanley,41.08,1.71,4.34%,40.26,41.85,40.18,21904299,4/9/2020
MSCI,MSCI Inc,310.69,13.51,4.55%,298.93,313.26,298.8,941600,4/9/2020
MSFT,Microsoft Corp,165.14,0.01,0.01%,166.36,167.37,163.33,51431699,4/9/2020
MSG,The Madison Square Garden Comp,242.15,5.31,2.24%,241.63,251.35,237.15,379200,4/9/2020
MSI,Motorola Solutions,152.89,5.12,3.46%,149.24,153.47,147.59,1236700,4/9/2020
MSM,Msc Industrial Direct Company,60.21,-1,-1.63%,62.51,63.49,58.12,1225900,4/9/2020
MTB,M&T Bank Corp,114.75,7.11,6.61%,110.83,115.16,109.44,1221500,4/9/2020
MTCH,Match Group Inc CS,68.11,-1.1,-1.59%,70.31,71,66.66,2457800,4/9/2020
MTD,Mettler-Toledo International,727.42,-13.57,-1.83%,730.2,738.56,712.68,186100,4/9/2020
MTG,Mgic Investment Corp,7.44,0.64,9.41%,7.25,7.5,6.85,12559700,4/9/2020
MTN,Vail Resorts,164.69,6.97,4.42%,162,168.48,160.09,552900,4/9/2020
MU,Micron Technology,46.13,-2.16,-4.47%,49.3,49.81,45.35,39840398,4/9/2020
MUR,Murphy Oil Corp,7.91,0.58,7.91%,8.06,9.18,7.08,13823101,4/9/2020
MXIM,Maxim Integrated,51.79,-1.53,-2.87%,53.33,54.43,51.31,2654100,4/9/2020
MYL,Mylan NV Ord Shs,16.08,0.94,6.21%,15.45,16.54,15.45,9791900,4/9/2020
NATI,Natl Instruments Cor,35.66,-0.04,-0.11%,36.22,36.51,35.26,471900,4/9/2020
NAVI,Navient Cp,8.28,0.63,8.30%,8.26,8.65,8.01,2664700,4/9/2020
NBIX,Neurocrine Bioscienc,96.68,0.65,0.68%,97.07,98,95.44,565000,4/9/2020
NBL,Noble Energy Inc,7.51,0.29,4.02%,7.8,8.56,6.83,17014201,4/9/2020
NCLH,Norwegian Cruise Ord,13.11,1.39,11.86%,12.72,14.18,12.25,53319898,4/9/2020
NCR,NCR Corp,20.02,1.02,5.37%,19.27,20.58,19.06,3706000,4/9/2020
NDAQ,Nasdaq Inc,107.92,3.79,3.64%,104.78,108.59,104.78,740500,4/9/2020
NDSN,Nordson Corp,152.6,5.26,3.57%,149.14,152.94,148.43,242000,4/9/2020
NEE,Nextera Energy,245.28,11.78,5.04%,235.84,250.87,235.38,4896900,4/9/2020
NEM,Newmont Mining Corp,57.31,6.78,13.42%,51.13,57.7,51.13,15206600,4/9/2020
NEU,Newmarket Corp,403.88,8.88,2.25%,398.69,408.27,392.31,48900,4/9/2020
NEWR,New Relic Inc,51.52,1.11,2.20%,51.46,53.42,50.28,728100,4/9/2020
NFG,National Fuel Gas Company,39.2,1.12,2.94%,38.9,39.94,38.28,572100,4/9/2020
NFLX,Netflix Inc,370.72,-0.4,-0.11%,371.06,372.1,363.03,7711200,4/9/2020
NI,NiSource Inc,26.58,1.11,4.36%,25.76,27.05,25.76,2784600,4/9/2020
NKE,Nike Inc,86.79,1.49,1.75%,86.69,87.39,85.16,7773900,4/9/2020
NKTR,Nektar Therapeutics,18.78,0.34,1.84%,18.7,19.21,18.33,1709000,4/9/2020
NLOK,Nortonlifelock Inc.,19.37,-0.21,-1.07%,19.33,19.82,18.84,5267200,4/9/2020
NLSN,Nielsen Holdings Plc,14.14,-0.76,-5.10%,15.21,15.5,13.98,6165500,4/9/2020
NLY,Annaly Capital Management Inc,6.07,0.32,5.57%,6.33,6.74,5.83,47885797,4/9/2020
NNN,National Retail Properties,35.38,3.08,9.54%,33.79,37.39,33.43,2240500,4/9/2020
NOC,Northrop Grumman Corp,336.65,6.98,2.12%,334.61,339.12,330.65,1115800,4/9/2020
NOV,National-Oilwell,11.6,-0.08,-0.68%,12.32,12.74,11.3,5659300,4/9/2020
NOW,Servicenow Inc,278.06,4.01,1.46%,276.08,285.12,274.61,2754200,4/9/2020
NRG,NRG Energy,30.76,1.31,4.45%,30.22,31.8,30.15,4053000,4/9/2020
NRZ,New Residential Investment Corp,5.75,0.64,12.52%,5.95,6.83,5.35,33685699,4/9/2020
NSC,Norfolk Southern Corp,159.3,0.33,0.21%,160.36,164.67,157.02,2214100,4/9/2020
NTAP,Netapp Inc,42.73,1.75,4.27%,41.43,43.82,41.39,2471900,4/9/2020
NTNX,Nutanix Inc,16.35,-0.15,-0.91%,16.97,17.27,16.15,4084500,4/9/2020
NTRS,Northern Trust Corp,84.89,1.51,1.81%,84.88,86.48,83.49,2148000,4/9/2020
NUAN,Nuance Communicatns,16.99,0.39,2.35%,16.83,17.37,16.62,3466700,4/9/2020
NUE,Nucor Corp,39.43,0.38,0.97%,39.88,40.91,38.81,3479100,4/9/2020
NUS,Nu Skin Enterprises,22.17,-0.43,-1.90%,23.31,23.96,22.09,1058600,4/9/2020
NVDA,Nvidia Corp,262.95,-4,-1.50%,272,272.92,260.42,13156100,4/9/2020
NVR,NVR Inc,2928.01,-6.64,-0.23%,2999.33,3207.62,2880,27400,4/9/2020
NVST,Envista Holdings Corp,17.54,1.14,6.95%,16.75,18.24,16.74,3157700,4/9/2020
NVT,Nvent Electric Plc,18,0.18,1.01%,18.27,19.24,17.92,1149200,4/9/2020
NWL,Newell Rubbermaid Inc,14.15,0.68,5.05%,13.63,14.44,13.63,5238200,4/9/2020
NWS,News Cp Cl B,9.69,0.55,6.02%,9.33,9.73,9.22,796600,4/9/2020
NWSA,News Cp Cl A,9.49,0.54,6.03%,9.12,9.61,9.05,5212100,4/9/2020
NXST,Nexstar Broadcasting,62.8,-1.7,-2.64%,68.15,69.68,61.08,903800,4/9/2020
NYCB,New York Community Bancorp,10.57,0.94,9.76%,9.82,10.64,9.71,3987500,4/9/2020
NYT,New York Times Company,30.73,-1.21,-3.79%,32.37,32.77,30.63,3189100,4/9/2020
O,Realty Income Corp,56.68,3.55,6.68%,55.87,60.73,55.54,4976700,4/9/2020
OC,Owens Corning Inc,44.1,2.94,7.14%,41.61,44.55,41.38,1639800,4/9/2020
ODFL,Old Dominion Freight Line Inc.,135.15,-3.15,-2.28%,139.41,140.26,134.48,1319100,4/9/2020
OFC,Corporate Office Properties,26.22,2.33,9.75%,24.58,26.25,24.44,1318600,4/9/2020
OGE,Oge Energy Corp,32.52,1.23,3.93%,32.03,33.77,31.87,1524500,4/9/2020
OHI,Omega Healthcare Investors,34.59,2.47,7.69%,33,35.59,32.91,4436300,4/9/2020
OI,Owens-Illinois,7.55,0.19,2.58%,7.84,8.53,7.47,3596300,4/9/2020
OKE,Oneok Inc,28.4,1.95,7.37%,28.59,30.29,27.24,10659600,4/9/2020
OKTA,Okta Inc Cl A,130.96,2.87,2.24%,129.14,133.44,128,2347900,4/9/2020
OLED,Universal Display,138.36,-1.16,-0.83%,141.78,144.99,137.14,435300,4/9/2020
OLLI,Ollies Bargain CS,54.64,1.39,2.61%,54.63,56.83,54.01,1250900,4/9/2020
OLN,Olin Corp,15.1,1.65,12.27%,13.87,15.39,13.75,3686400,4/9/2020
OMC,Omnicom Group Inc,56.8,2.13,3.90%,55.6,57.66,55.45,2532300,4/9/2020
OMF,Onemain Holdings Inc,22.29,2.17,10.79%,21.59,23.07,21.17,2497800,4/9/2020
ON,On Semiconductor,13.73,0,0.00%,14.1,14.69,13.58,13127000,4/9/2020
ORCL,Oracle Corp,53.18,1.05,2.01%,52.24,53.62,52.03,15521500,4/9/2020
ORI,Old Republic International Corp,17.06,0.73,4.47%,16.63,17.41,16.53,2144100,4/9/2020
ORLY,O'Reilly Automotive,342.44,2.41,0.71%,342.95,351.96,338.25,867000,4/9/2020
OSK,Oshkosh Truck Corp,65.74,1.84,2.88%,65.44,66.2,63.51,1479400,4/9/2020
OUT,Outfront Media Inc,14.3,1.11,8.42%,13.71,14.94,13.71,2882300,4/9/2020
OXY,Occidental Petroleum Corp,15.36,-0.2,-1.29%,16.7,18.27,14.27,110851102,4/9/2020
OZK,Bank Ozk,19.85,1.62,8.89%,18.66,20.05,18.5,1499200,4/9/2020
PACW,Pacwest Bancorp,20.52,1.25,6.49%,20.22,20.87,19.76,1497000,4/9/2020
PAG,Penske Automotive Group,33.54,1.8,5.67%,32.5,35.95,32.5,620900,4/9/2020
PANW,Palo Alto Networks Inc,177.88,1.72,0.98%,178.87,184.45,177.34,1976200,4/9/2020
PAYC,Paycom Software Inc,221.99,19.41,9.58%,209.3,230.77,207.08,2279300,4/9/2020
PAYX,Paychex Inc,66.54,1.48,2.27%,66.23,67.69,65.74,2877300,4/9/2020
PB,Prosperity Bancshares,54,2.29,4.43%,53.13,55.45,52.3,806800,4/9/2020
PBCT,People's United Finl,12.3,1.1,9.82%,11.49,12.39,11.49,4545400,4/9/2020
PBF,PBF Energy Inc,7.71,-0.04,-0.52%,8.53,8.81,7.34,5027100,4/9/2020
PCAR,Paccar Inc,67.27,0.81,1.22%,67.02,68.15,65.88,1989800,4/9/2020
PCG,Pacific Gas & Electric Company,11.99,1.09,10.00%,11.46,12.6,11.06,19683199,4/9/2020
PCTY,Paylocity Hld Corp,101.01,7.28,7.77%,95.39,104.14,94.84,1370900,4/9/2020
PD,Pagerduty Inc,18.39,0.26,1.43%,18.29,19.27,18.07,1835000,4/9/2020
PE,Parsley Energy,7.32,-0.19,-2.53%,8.12,8.35,6.83,17416900,4/9/2020
PEAK,Healthpeak Properties Inc.,28.35,1.67,6.26%,27.55,28.62,27.33,6512200,4/9/2020
PEG,Public Service Enterprise Group Inc,52.95,2.09,4.11%,51.56,54.16,51.54,3819200,4/9/2020
PEGA,Pegasystems Inc,75.88,1.34,1.80%,75.92,77.15,74.59,528300,4/9/2020
PEN,Penumbra Inc,162.8,1.88,1.17%,164.13,164.98,160,291300,4/9/2020
PEP,Pepsico Inc,133.63,1.02,0.77%,132.09,135.08,131.51,5502500,4/9/2020
PFE,Pfizer Inc,35.39,0.79,2.28%,35.03,35.77,34.85,29141299,4/9/2020
PFG,Principal Financial Group Inc,32.6,2.16,7.10%,31.85,34.5,31.35,2436500,4/9/2020
PFPT,Proofpoint Inc,116.69,2.35,2.06%,114.73,118.6,113.78,630600,4/9/2020
PG,Procter & Gamble Company,114.66,-0.44,-0.38%,115.26,118.65,114.2,12748601,4/9/2020
PGR,Progressive Corp,80.39,2.58,3.32%,78.91,80.76,78.12,4811800,4/9/2020
PGRE,Paramount Group Inc,10.01,0.5,5.26%,9.83,10.38,9.6,2280000,4/9/2020
PH,Parker-Hannifin Corp,145.17,3.78,2.67%,145.27,148.83,141.44,1448100,4/9/2020
PHM,Pultegroup,26.34,0.82,3.21%,26.83,27.89,25.89,4015500,4/9/2020
PII,Polaris Industries Inc,56,3.11,5.88%,55.55,57.95,54.59,1922400,4/9/2020
PINC,Premier Inc Cl A,32.6,-2.16,-6.21%,34.76,34.76,32.31,1090900,4/9/2020
PK,Park Hotels & Resorts Inc,8.25,0.27,3.38%,8.65,9.19,8.03,14503000,4/9/2020
PKG,Packaging Corp of America,90.46,2.62,2.98%,88.72,91.75,88.69,1152400,4/9/2020
PKI,Perkinelmer,78.34,0.46,0.59%,78.43,79.57,77.21,701100,4/9/2020
PLAN,Anaplan Inc,35.77,0.08,0.22%,36.05,37,35.32,3354200,4/9/2020
PLD,Prologis Inc,91.73,5.55,6.44%,87.9,92.54,87.01,8283801,4/9/2020
PLNT,Planet Fitness,55.59,3.53,6.78%,55.66,57.68,53.51,4121700,4/9/2020
PM,Philip Morris International Inc,75.34,0.68,0.91%,75.92,77.73,74.93,9281000,4/9/2020
PNC,PNC Bank,105.42,5.92,5.95%,101.57,106.77,101,4331500,4/9/2020
PNFP,Pinnacle Finl Ptnrs,44.84,3.35,8.07%,43.05,45.16,42.5,471200,4/9/2020
PNR,Pentair Ltd,32.84,0.15,0.46%,33.22,34.11,32.53,1394100,4/9/2020
PNW,Pinnacle West Capital Corp,82.23,3.36,4.26%,80.29,84.69,79.72,1634500,4/9/2020
PODD,Insulet Corp,182.94,7.07,4.02%,179.73,186.09,176.34,379200,4/9/2020
POOL,Pool Corp,199.47,0.36,0.18%,200.48,204.97,196.49,309400,4/9/2020
POST,Post Holdings Inc,92.41,3.32,3.73%,89.93,93.26,89.37,532600,4/9/2020
PPC,Pilgrim's Pride,19.21,0.47,2.51%,18.89,19.49,18.7,703300,4/9/2020
PPD,Ppd Inc,23.2,2.39,11.48%,21.39,23.84,21.1,2225200,4/9/2020
PPG,PPG Industries,97.17,3.82,4.09%,94.72,98.81,94.2,2184600,4/9/2020
PPL,PPL Corp,26.7,0.89,3.45%,26.26,27.76,26.1,7492200,4/9/2020
PRAH,Pra Health,89.13,4.72,5.59%,85.97,89.88,85.38,374200,4/9/2020
PRGO,Perrigo Company,50.45,1.6,3.28%,50.2,52.01,49.92,1374200,4/9/2020
PRI,Primerica Inc,102.14,4.63,4.75%,99.98,104.62,99.69,294500,4/9/2020
PRU,Prudential Financial Inc,58.7,3.68,6.69%,56.95,60.63,56.7,3738100,4/9/2020
PS,Pluralsight Inc Cl A,12.34,0.82,7.12%,11.9,12.83,11.89,2075700,4/9/2020
PSA,Public Storage,208.59,9.52,4.78%,200.56,209.52,200.29,1613200,4/9/2020
PSTG,Pure Storage Inc,12.79,0.21,1.67%,12.85,13.28,12.56,2511400,4/9/2020
PSX,Phillips 66,61.52,-2.18,-3.42%,67.11,67.44,59.4,5316700,4/9/2020
PTC,Ptc Inc,63.94,1.49,2.39%,63.77,65.28,62.49,884000,4/9/2020
PTEN,Patterson-Uti Energy,2.31,-0.01,-0.43%,2.4,2.87,2.1,9618300,4/9/2020
PVH,Phillips-Van Heusen Corp,49.51,1.62,3.38%,50,52.99,48.59,2632900,4/9/2020
PWR,Quanta Services,33.55,-0.25,-0.74%,34.18,34.97,32.74,2087900,4/9/2020
PXD,Pioneer Natural Resources Company,75.48,-4.81,-5.99%,83,84.12,72.58,4752500,4/9/2020
PYPL,Paypal Holdings,105.84,0.78,0.74%,105.63,108.7,104.78,10894900,4/9/2020
QCOM,Qualcomm Inc,71.58,-1.75,-2.39%,74.62,74.84,70,15465000,4/9/2020
QGEN,Qiagen N.V.,39.81,0.32,0.81%,39.79,39.93,39.05,2663600,4/9/2020
QRTEA,Qurate Retail Group,7.56,0.18,2.44%,7.52,8.26,7.4,7066300,4/9/2020
QRVO,Qorvo Inc,83.11,-3.91,-4.49%,88.26,88.56,82.02,2357000,4/9/2020
R,Ryder System,31.29,2.46,8.53%,29.31,31.8,29.31,1687900,4/9/2020
RBC,Regal-Beloit Corp,71.11,0.57,0.81%,71.67,73.65,70.03,140500,4/9/2020
RCL,Royal Caribbean Cruises Ltd,40.22,2.66,7.08%,40.82,45.12,36.76,46354301,4/9/2020
RE,Everest Re Group,212.3,14.5,7.33%,200.39,212.8,200.01,330800,4/9/2020
