Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
REG,Regency Centers Corp,44.12,3.23,7.90%,42.31,45.58,42.21,2800000,4/9/2020
REGN,Regeneron Pharmaceuticals,512.96,0.63,0.12%,510.1,515.64,500.87,1011900,4/9/2020
REYN,Reynolds Consumer Products Inc,29.9,-0.08,-0.27%,30.35,30.62,29.45,756100,4/9/2020
REZI,Resideo Technologies Inc,5.57,0.34,6.50%,5.39,5.98,5.3,1468800,4/9/2020
RF,Regions Financial Corp,11.01,0.9,8.90%,10.5,11.22,10.46,16772801,4/9/2020
RGA,Reinsurance Group of America Inc,112,7.91,7.60%,106.84,114.62,106.84,905800,4/9/2020
RGLD,Royal Gold Inc,105.04,10.15,10.70%,96.41,105.38,96.41,934200,4/9/2020
RHI,Robert Half International Inc,43.28,1.88,4.54%,42.37,43.96,41.88,1653600,4/9/2020
RIG,Transocean Inc,1.44,0.16,12.50%,1.43,1.75,1.31,68746305,4/9/2020
RJF,Raymond James Financial,69.44,2.84,4.26%,68.01,70.21,67.61,1606500,4/9/2020
RL,Ralph Lauren Corp,80.41,4.25,5.58%,78.18,82.67,78.16,1020900,4/9/2020
RMD,Resmed Inc,159.82,4.66,3.00%,150.49,160.62,149.7,936600,4/9/2020
RNG,Ringcentral Inc,205.14,-12.38,-5.69%,219.87,221.8,200.3,1903900,4/9/2020
RNR,Renaissancere Holdings Ltd,164.74,5.75,3.62%,161.37,167.2,160.01,288800,4/9/2020
ROK,Rockwell Automation Inc,167.64,-0.16,-0.10%,170.36,174,161.84,1240500,4/9/2020
ROKU,Roku Inc,92.45,4.64,5.28%,90.1,94.1,89.13,7271700,4/9/2020
ROL,Rollins Inc,36.02,0.11,0.31%,35.95,36.45,35.77,1575300,4/9/2020
ROP,Roper Industries,315.45,-2.63,-0.83%,319.35,327.59,314.29,605500,4/9/2020
ROST,Ross Stores Inc,88.74,-0.31,-0.35%,90.38,92.64,87.89,2693900,4/9/2020
RP,Realpage Inc,56.15,1.78,3.27%,55.24,56.58,54.74,831000,4/9/2020
RPAI,Retail Properties of America,5.49,0.15,2.81%,5.6,6.01,5.26,4138500,4/9/2020
RPM,RPM International Inc,65.81,1.04,1.61%,65.82,69.14,65.27,1170500,4/9/2020
RRC,Range Resources Corp,3.75,0.02,0.54%,3.76,4.3,3.42,16365700,4/9/2020
RS,Reliance Steel & Aluminum Company,89.84,2.13,2.43%,90,92.6,89,408000,4/9/2020
RSG,Republic Services,81.82,3.58,4.58%,78.92,82.92,78.92,1667800,4/9/2020
RTX,Raytheon Technologies Corp.,64.71,2.09,3.34%,67,68.1,63.51,24741498,4/9/2020
RYN,Rayonier Inc REIT,26.14,0.32,1.24%,26.55,27.63,25.81,880000,4/9/2020
SABR,Sabre Corp,7,0.73,11.64%,6.59,7.47,6.59,13120500,4/9/2020
SAGE,Sage Therapeutic Com,29.03,-0.98,-3.27%,30.71,31.07,28.95,1631700,4/9/2020
SATS,Echostar Corp,32.37,-0.49,-1.49%,33.39,33.88,32.23,367400,4/9/2020
SBAC,SBA Communications,305.81,3.75,1.24%,304.9,314.84,297.77,1386200,4/9/2020
SBGI,Sinclair Brdcst A,15.45,-0.17,-1.09%,16.52,17.2,15.29,2115900,4/9/2020
SBNY,Signature Bank,90.23,8.77,10.77%,85.07,91.17,83.66,1127300,4/9/2020
SBUX,Starbucks Corp,73.88,2.31,3.23%,71.2,74.25,70.14,19769500,4/9/2020
SC,Santander Consumer USA Holdings,16.52,1.56,10.43%,15.7,16.92,15.51,1345800,4/9/2020
SCCO,Southern Peru Copper Corp,31.12,0.94,3.11%,30.78,31.79,30.43,909700,4/9/2020
SCHW,The Charles Schwab Corp,36.54,0.05,0.14%,37.21,37.94,36.11,12362300,4/9/2020
SCI,Service Corp International,40.51,0.63,1.58%,40.94,41.73,40.15,1225500,4/9/2020
SEB,Seaboard Corp,3348.09,318.11,10.50%,3040,3348.09,2950,1300,4/9/2020
SEE,Sealed Air Corp,30.8,2.21,7.73%,29.02,31.43,29.02,2235900,4/9/2020
SEIC,Sei Investments Company,50.93,-0.07,-0.14%,51.94,52.98,50.4,776600,4/9/2020
SERV,Servicemaster Global Holdings,27,1.36,5.30%,26.45,27.78,26.02,2085700,4/9/2020
SFM,Sprouts Farmers Mark,19,-0.23,-1.20%,19.24,19.65,18.86,2183700,4/9/2020
SGEN,Seattle Genetics Inc,120.32,0.64,0.53%,119,121.59,117.99,805900,4/9/2020
SHW,Sherwin-Williams Company,492.15,3.84,0.79%,498.25,518.17,487.65,1064600,4/9/2020
SIRI,Sirius XM Holdings,5.25,0.08,1.55%,5.24,5.38,5.15,21788400,4/9/2020
SITC,Site Centers Corp,6.42,0.3,4.90%,6.4,7.05,6.19,3576400,4/9/2020
SIVB,Svb Financial Group,185.69,17.11,10.15%,173.65,186.84,173.24,795700,4/9/2020
SIX,Six Flags Entertainment Corp,16.14,1.85,12.95%,16,17.49,15.6,7176300,4/9/2020
SJM,J.M. Smucker Company,112.75,-1.38,-1.21%,113.33,115.65,112.44,1184400,4/9/2020
SKX,Skechers U.S.A.,26.4,0.67,2.60%,26.45,27.2,26.02,2038000,4/9/2020
SLB,Schlumberger N.V.,16.47,-0.81,-4.69%,18.38,18.6,15.88,25107400,4/9/2020
SLG,SL Green Realty Corp,54.17,5.45,11.19%,50.11,56.35,49.91,2538800,4/9/2020
SLGN,Silgan Holdings,31.54,0.39,1.25%,31.21,32.66,31.21,573200,4/9/2020
SLM,SLM Corp,7.19,0.16,2.28%,7.3,7.54,7.11,4355100,4/9/2020
SMAR,Smartsheet Inc Cl A,44.63,-0.23,-0.51%,44.85,47.4,44,1641800,4/9/2020
SMG,Scotts Miracle-Gro Company,111.31,6.76,6.47%,106.83,112.18,105.02,447600,4/9/2020
SNA,Snap-On Inc,122.12,5.7,4.90%,118.74,124.43,118.54,718100,4/9/2020
SNDR,Schneider National Inc,20.25,0.42,2.12%,20,20.48,19.85,740000,4/9/2020
SNPS,Synopsys Inc,136.58,-2.27,-1.63%,139.68,141.03,136.1,1104300,4/9/2020
SNV,Synovus Financial Corp,20.03,1.59,8.62%,19.45,20.34,19.08,4858000,4/9/2020
SNX,Synnex Corp,85.4,3.06,3.72%,84.76,88.57,83.44,455900,4/9/2020
SO,Southern Company,60.33,2.15,3.70%,58.91,61.86,58.81,7530900,4/9/2020
SON,Sonoco Products Company,50.53,1.35,2.75%,49.72,51.76,49.72,604500,4/9/2020
SPB,Spectrum Brands Holdings Inc,39.91,1.48,3.85%,39.64,40.5,39.3,988600,4/9/2020
SPG,Simon Property Group,68.17,5.26,8.36%,66,74.17,65.91,9096199,4/9/2020
SPGI,S&P Global Inc,283.55,22.04,8.43%,262.95,284.88,262.95,2740500,4/9/2020
SPLK,Splunk Inc,123.13,-1.92,-1.54%,125.99,128.4,120.58,2298700,4/9/2020
SPOT,Spotify Technology S.A.,131.86,5.82,4.62%,127.62,134.76,126.5,1226300,4/9/2020
SPR,Spirit Aerosystems Holdings,22.58,1.28,6.01%,23.43,25.32,22.44,4816800,4/9/2020
SQ,Square,59.21,2.17,3.80%,58.88,64.94,58.5,30870799,4/9/2020
SRC,Spirit Realty Capital Inc,30.63,2.79,10.02%,29.5,31.97,29,1453900,4/9/2020
SRCL,Stericycle Inc,50.72,2.79,5.82%,48.72,51.42,47.68,923800,4/9/2020
SRE,Sempra Energy,130.53,8.48,6.95%,122.98,133.14,122.09,2161500,4/9/2020
SRPT,Sarepta Therapeutics,108.75,4.88,4.70%,104.5,109.15,103.93,921700,4/9/2020
SSNC,SS&C Technologies,49.51,2.02,4.25%,48.16,51.19,48.16,2694200,4/9/2020
ST,Sensata Technologies Holding N.V.,34.28,1.7,5.22%,33.23,35.16,33.23,1459000,4/9/2020
STAY,Extended Stay America Inc,9,0.75,9.09%,8.54,9.13,8.54,6465000,4/9/2020
STE,Steris Corp,152.69,3.44,2.30%,149.15,153.73,147.86,669400,4/9/2020
STL,Sterling Bancorp,12.05,1,9.05%,11.63,12.18,11.34,2168600,4/9/2020
STLD,Steel Dynamics Inc,23.96,0.46,1.96%,24.2,24.66,23.56,1666800,4/9/2020
STOR,Store Capital Corpstore Capital,18.43,1.83,11.02%,17.74,20.87,17.36,13946699,4/9/2020
STT,State Street Corp,60.95,2.39,4.08%,59.91,62.51,59.63,2773300,4/9/2020
STWD,Starwood Property Trust,13.73,1.14,9.05%,13.99,15.65,13.73,10524199,4/9/2020
STZ,Constellation Brands Inc,166.24,8.47,5.37%,162.64,167.75,161.11,2346700,4/9/2020
SUI,Sun Communities,133.23,9,7.24%,125.53,138.33,125.53,663600,4/9/2020
SVC,Service Properties Trust,6.61,0.92,16.17%,6,7.69,5.98,4721700,4/9/2020
SWCH,Switch Inc,15.79,0.79,5.27%,15.1,15.94,15.05,1628200,4/9/2020
SWI,Solarwinds Corp,17.07,0.57,3.45%,16.85,17.42,15.89,1186800,4/9/2020
SWK,Stanley Black & Decker Inc,119.37,4.99,4.36%,116.76,120.52,115.54,2865500,4/9/2020
SWKS,Skyworks Solutions,89.95,-3.05,-3.28%,94.85,95.3,88.79,2804300,4/9/2020
SYF,Synchrony Financial,17.62,0.8,4.76%,17.84,18.92,17.34,13614001,4/9/2020
SYK,Stryker Corp,182.72,6.29,3.57%,176.5,184.28,175.88,2572400,4/9/2020
SYY,Sysco Corp,49.59,2.34,4.95%,49.04,52.68,48.77,6393200,4/9/2020
T,AT&T Inc,30.73,0.84,2.81%,30,30.94,29.99,50332602,4/9/2020
TAP,Molson Coors Brewing Company,47.4,1.78,3.90%,45.87,48.24,45.71,2077600,4/9/2020
TCBI,Texas Capital Bncsh,29.27,3.37,13.01%,26.92,29.77,26.62,765800,4/9/2020
TCF,TCF Financial Corp,28.88,3.01,11.64%,26.81,29.05,26.08,1526000,4/9/2020
TCO,Taubman Centers,46.8,0.66,1.43%,46.7,47.51,46,1330600,4/9/2020
TDC,Teradata Corp,22.4,0.09,0.40%,22.57,23.05,21.96,914000,4/9/2020
TDG,Transdigm Group Inc,344.54,16.29,4.96%,340.41,373.46,335.22,1224000,4/9/2020
TDS,Telephone and Data Systems,18.14,0.11,0.61%,18.45,18.68,17.47,927100,4/9/2020
TDY,Teledyne Technologies Inc,327.92,-1.89,-0.57%,338.43,342.94,322.91,267500,4/9/2020
TEAM,Atlassian Cls A Ord,137.95,-2.73,-1.94%,142,143.92,135.81,2201400,4/9/2020
TECH,Bio-Techne Cp,192.69,-6.31,-3.17%,200.3,200.68,191.74,203700,4/9/2020
TER,Teradyne Inc,61.15,-1.63,-2.60%,63.61,64.89,60.44,2686500,4/9/2020
TFC,Truist Financial Corp.,36.11,3.41,10.43%,33.72,36.12,33.55,9661000,4/9/2020
TFSL,Tfs Financial Corp,13.5,0.3,2.27%,13.3,13.77,13.16,559200,4/9/2020
TFX,Teleflex Inc,325.56,3.98,1.24%,322.18,329.16,320.07,323100,4/9/2020
TGT,Target Corp,104.2,-0.43,-0.41%,102,104.83,101.5,7070500,4/9/2020
THG,The Hanover Insurance Group,98.58,3.47,3.65%,96.55,99.78,95.62,147500,4/9/2020
THO,Thor Industries,51.34,3.86,8.13%,49.21,51.8,48.64,1143300,4/9/2020
THS,Treehouse Foods,44.02,0.57,1.31%,44.42,44.94,43.74,1118400,4/9/2020
TIF,Tiffany & Company,127.95,-1.42,-1.10%,129.11,130,127.95,5298100,4/9/2020
TJX,TJX Companies,48.81,-0.3,-0.61%,50.08,51.24,48.37,11109800,4/9/2020
TKR,Timken Company,35.12,0.53,1.53%,35.84,36.75,34.25,588700,4/9/2020
TMO,Thermo Fisher Scientific Inc,317.38,10.23,3.33%,307.55,318.2,305.05,2445400,4/9/2020
TMUS,T-Mobile US,85.9,-0.95,-1.09%,86.88,87.75,84.93,5770900,4/9/2020
TOL,Toll Brothers Inc,23.75,0.78,3.40%,24,25.87,23.26,4414700,4/9/2020
TPR,Tapestry Inc,15.7,0.73,4.88%,15.65,16.66,15.1,7291400,4/9/2020
TPX,Tempur-Pedic International Inc,47.33,0.42,0.90%,48.99,52.79,45.87,1346200,4/9/2020
TREE,Lendingtree Inc,200.53,14.56,7.83%,192.11,214.96,190.31,312000,4/9/2020
TRGP,Targa Resources,8.61,0.62,7.76%,8.76,9.66,8.1,8643399,4/9/2020
TRIP,Tripadvisor Inc,18.34,0.92,5.28%,18.03,19.05,17.73,2709500,4/9/2020
TRMB,Trimble Navigation,34.46,1.22,3.67%,34.01,34.71,33.5,1271800,4/9/2020
TRN,Trinity Industries,17.39,-0.19,-1.08%,18.04,18.66,17.06,1227100,4/9/2020
TROW,T Rowe Price Group,105.16,-0.35,-0.33%,106.47,108.72,104.31,1772800,4/9/2020
TRU,Transunion,71.49,1.99,2.86%,70.49,72.93,69.84,1520800,4/9/2020
TRV,The Travelers Companies Inc,109.74,4.8,4.57%,106.34,111.7,105.75,1693400,4/9/2020
TSCO,Tractor Supply Company,88.23,-2.47,-2.72%,92.29,92.29,87.83,1986800,4/9/2020
TSLA,Tesla Inc,573,24.16,4.40%,562.09,575.18,557.11,13649999,4/9/2020
TSN,Tyson Foods,60.94,2.53,4.33%,59,61.64,59,2866200,4/9/2020
TT,Trane Technologies Plc,91.6,3.73,4.24%,89.7,94.31,89.23,1281600,4/9/2020
TTC,Toro Company,65.05,1.15,1.80%,64.87,65.63,63.78,1028300,4/9/2020
TTD,Trade Desk Inc,213.76,6.41,3.09%,217,225.61,207.27,2467600,4/9/2020
TTWO,Take-Two Interacti,119.4,0.3,0.25%,119.5,121.24,118.41,1949900,4/9/2020
TWLO,Twilio,95.34,3.61,3.94%,92.58,97.45,92.14,2926200,4/9/2020
TWO,Two Harbors Investments Corp,4.91,0.14,2.94%,5.42,6,4.53,25186199,4/9/2020
TWOU,2U Inc,22.51,0.78,3.59%,22.34,23.17,21.94,910400,4/9/2020
TWTR,Twitter Inc,27.77,-0.09,-0.32%,28.48,29.05,27.28,22233201,4/9/2020
TXN,Texas Instruments,107.69,-2.48,-2.25%,111,112.21,107.08,5902400,4/9/2020
TXT,Textron Inc,29.44,1.55,5.56%,28.62,30.13,28.1,2203600,4/9/2020
TYL,Tyler Technologies,311.99,3.06,0.99%,310.56,316.06,307.21,292200,4/9/2020
UA,Under Armour Inc Cl C,9.35,0.71,8.22%,8.97,9.55,8.92,3784400,4/9/2020
UAA,Under Armour,10.43,0.68,6.97%,10.12,10.75,10.07,5306300,4/9/2020
UAL,United Continental Holdings,31.5,3.99,14.50%,29.92,34.04,29.57,54118398,4/9/2020
UBER,Uber Technologies Inc,27.11,0.17,0.63%,27.88,28.89,26.46,36190199,4/9/2020
UDR,United Dominion Realty Trust,41.12,2.46,6.36%,39,41.88,39,3005000,4/9/2020
UFS,Domtar Corp,22.76,-0.06,-0.26%,23.36,24.46,22.22,760700,4/9/2020
UGI,Ugi Corp,30.04,1.19,4.12%,29.53,31,29.51,1522500,4/9/2020
UHAL,A M E R C O,277.84,15.9,6.07%,264.98,279.01,264.98,55300,4/9/2020
UHS,Universal Health Services,104.51,-2.48,-2.32%,108,110.58,103.47,775600,4/9/2020
UI,Ubiquiti Networks,156.71,-3.01,-1.88%,161.14,162.18,155.07,99600,4/9/2020
ULTA,Ulta Beauty Inc,202.48,1.91,0.95%,210,215.55,199.01,1470200,4/9/2020
UMPQ,Umpqua Holdings Corp,12.22,0.86,7.57%,11.69,12.28,11.55,1548000,4/9/2020
UNH,Unitedhealth Group Inc,264.13,-3.7,-1.38%,265,270.4,261.6,4925500,4/9/2020
UNM,Unumprovident Corp,15.58,0.37,2.43%,15.87,16.93,15.34,5661700,4/9/2020
UNP,Union Pacific Corp,148.73,-0.89,-0.59%,151.26,153.19,147.05,4535900,4/9/2020
UNVR,Univar Inc,13.11,0.97,7.99%,12.84,13.19,12.51,3044600,4/9/2020
UPS,United Parcel Service,98.69,-0.1,-0.10%,98.58,100.03,96.12,5588600,4/9/2020
URBN,Urban Outfitters Inc,18.66,1.23,7.06%,18.09,19.17,18.05,2506000,4/9/2020
URI,United Rentals,107.71,-3.93,-3.52%,113.12,114.84,103.65,2607900,4/9/2020
USB,U.S. Bancorp,38.05,2.4,6.73%,36.71,38.78,36.43,10117101,4/9/2020
USFD,US Foods Holding,18.54,0.46,2.54%,19.04,19.57,18.15,5147600,4/9/2020
USM,United States Cellular Corp,31.12,0.58,1.90%,30.83,31.33,29.62,231400,4/9/2020
UTHR,United Therapeutic,95.87,-0.72,-0.75%,97.11,98,95.19,454300,4/9/2020
V,Visa Inc,173.69,-1.25,-0.71%,176.27,177.19,172.85,12231700,4/9/2020
VAR,Varian Medical Systems,113.15,-2.08,-1.81%,111.73,116.47,111.62,829100,4/9/2020
VEEV,Veeva Systems Inc,162.11,1.62,1.01%,160.58,163.96,158.56,1292600,4/9/2020
VER,Vereit Inc,5.28,0.48,10.00%,5.06,5.63,5.01,29055201,4/9/2020
VFC,V.F. Corp,59.21,1.22,2.10%,59.44,60.47,58.16,3280800,4/9/2020
VIAC,Viacomcbs Inc. Cl B,16.56,0.76,4.84%,16.72,17.14,16.09,15991700,4/9/2020
VIACA,Viacomcbs Inc. Cl A,19.56,0.4,2.09%,19.97,20.52,18.93,204500,4/9/2020
VICI,Vici Properties Inc,17.16,1.24,7.79%,16.35,18.08,16.35,4932700,4/9/2020
VIRT,Virtu Financial Cm A,23.97,0.2,0.84%,23.87,24.1,23.44,1273200,4/9/2020
VLO,Valero Energy Corp,50.1,-1.5,-2.91%,53.8,53.88,48.34,7711600,4/9/2020
VMC,Vulcan Materials Company,113.1,0.13,0.12%,115.29,124.48,112.56,2769200,4/9/2020
VMI,Valmont Industries,113.06,2.48,2.24%,112.48,115.47,110,128400,4/9/2020
VMW,Vmware Inc,131.43,0.97,0.74%,132,134.65,129.84,1051000,4/9/2020
VNO,Vornado Realty Trust,43.48,3,7.41%,41.43,44.63,41.17,2965600,4/9/2020
VOYA,VOYA Financial Inc,45.65,2.05,4.70%,44.98,46.83,44.42,1788900,4/9/2020
VRSK,Verisk Analytics Inc,148.26,-0.44,-0.30%,149.64,152.64,147.23,1076700,4/9/2020
VRSN,Verisign Inc,196.07,2.87,1.49%,193.7,197.36,192.75,720400,4/9/2020
VRTX,Vertex Pharmaceutic,246.61,-3.05,-1.22%,252,252,243,2491800,4/9/2020
VSAT,Viasat Inc,44.69,1.62,3.76%,44.44,45.54,43.74,439200,4/9/2020
VST,Vistra Energy Corp,17.79,0.33,1.89%,17.78,18.69,17.42,3392700,4/9/2020
VTR,Ventas Inc,33.8,3.65,12.11%,32.75,36.44,32.52,9497300,4/9/2020
VVV,Valvoline Inc,14.1,0.4,2.92%,14.04,14.88,13.9,2213700,4/9/2020
VZ,Verizon Communications Inc,57.44,-0.36,-0.62%,56.91,58.1,56.88,19693900,4/9/2020
W,Wayfair Inc,76.85,-0.92,-1.18%,79.91,85.31,76.25,4575500,4/9/2020
WAB,Wabtec Corp,55.26,2.73,5.20%,53.79,56.17,53.51,1574700,4/9/2020
WAL,Western Alliance Bancorp,35.08,2.22,6.76%,34.31,35.83,33.88,1254100,4/9/2020
WAT,Waters Corp,195.93,-0.15,-0.08%,196.33,199.21,192.2,605900,4/9/2020
WBA,Walgreens Boots Alliance,43.98,0.89,2.07%,43.15,44.42,43.09,7114100,4/9/2020
WBC,Wabco Holdings Inc,134.71,0.41,0.31%,134.68,135,134.48,1115600,4/9/2020
WBS,Webster Financial Corp,26.67,1.35,5.33%,26.2,27.56,25.9,773600,4/9/2020
WCC,Wesco International,26.49,1.68,6.77%,25.99,27.76,25.43,1341900,4/9/2020
WDAY,Workday Inc,145.41,3.3,2.32%,145.45,148.85,143,2960400,4/9/2020
WDC,Western Digital Cp,45.05,-0.29,-0.64%,46.71,48.16,43.58,6497500,4/9/2020
WEC,Wisconsin Energy Corp,98.22,6.02,6.53%,92.9,98.78,92.61,2229500,4/9/2020
WELL,Welltower Inc,56.6,5.01,9.71%,54.09,58,53.98,7865400,4/9/2020
WEN,Wendys Company,16.97,0.93,5.80%,16.78,17.49,16.34,8392800,4/9/2020
WEX,Wex Inc,122.98,6.35,5.44%,122,129.94,119.36,1193900,4/9/2020
WFC,Wells Fargo & Company,33.2,2.92,9.64%,31.12,33.91,31.1,62520500,4/9/2020
WH,Wyndham Hotels & Resorts Inc,34.32,1.15,3.47%,34.45,36.25,33.47,1884700,4/9/2020
WHR,Whirlpool Corp,104.75,5.07,5.09%,102.22,106.9,101.93,1229600,4/9/2020
WLK,Westlake Chemical Corp,45.61,3.74,8.93%,43.97,47.19,42.79,1438000,4/9/2020
WLTW,Willis Towers WT,196.02,5.97,3.14%,191.07,196.85,189.18,824000,4/9/2020
WM,Waste Management,99.85,4.23,4.42%,96.55,101.96,96.53,3558100,4/9/2020
WMB,Williams Companies,16.59,1.25,8.15%,16.02,16.71,15.61,20871500,4/9/2020
WMT,Wal-Mart Stores,121.8,-0.04,-0.03%,118.22,122.87,117.66,10944300,4/9/2020
WPC,W.P. Carey & Co. Llc,70,7.65,12.27%,64.63,70.39,64.18,2299300,4/9/2020
WPX,Wpx Energy Inc,4.32,0.02,0.47%,4.78,4.93,4.01,19746400,4/9/2020
WRB,W.R. Berkley Corp,58.32,3.1,5.61%,56.07,58.94,56.07,687100,4/9/2020
WRI,Weingarten Realty Investors,17.74,1.88,11.85%,16.67,18.22,16.09,1992100,4/9/2020
WRK,Westrock Company,32.16,1.47,4.79%,31.22,32.86,31.15,3579400,4/9/2020
WSM,Williams-Sonoma,51.08,3.42,7.18%,49.4,52.98,48.73,3098000,4/9/2020
WSO,Watsco Inc,161.48,4.12,2.62%,159.22,162.54,157.04,245700,4/9/2020
WST,West Pharmaceutical Services,162.93,-1.86,-1.13%,164.79,166.39,159.1,380300,4/9/2020
WTFC,Wintrust Finl Corp,39.86,2.04,5.39%,39.72,41.3,38.57,1003300,4/9/2020
WTM,White Mountains Insurance Group,943.8,18.8,2.03%,942.25,947.67,899.42,18400,4/9/2020
WTRG,Essential Utilities Inc.,44.61,1.94,4.55%,43.73,44.95,43.42,830600,4/9/2020
WU,Western Union Company,20.19,-0.07,-0.35%,20.34,20.82,20.08,5953000,4/9/2020
WWD,Woodward Inc,68.22,1.98,2.99%,68.91,71.87,67.22,1185800,4/9/2020
WWE,World Wrestling Entertainment,37.42,1.15,3.17%,37,38.51,36.5,2329700,4/9/2020
WY,Weyerhaeuser Company,21.01,1.55,7.97%,20,21.27,20,7417200,4/9/2020
WYND,Wyndham Destinations Inc,23.1,0.41,1.81%,23.78,24.79,22.91,1992500,4/9/2020
WYNN,Wynn Resorts Ltd,70.65,1.58,2.29%,73.91,76.88,67.82,11008199,4/9/2020
X,United States Steel Corp,6.81,0.05,0.74%,7.1,7.3,6.74,20097100,4/9/2020
XEC,Cimarex Energy Company,17.96,-0.07,-0.39%,19.38,20.87,16.81,3292400,4/9/2020
XEL,XCEL Energy Inc,66.27,3.47,5.53%,62.62,66.64,62.61,4319300,4/9/2020
XLNX,Xilinx Inc,83.11,-1.39,-1.64%,85,86.35,81.94,3098000,4/9/2020
XOM,Exxon Mobil Corp,43.13,-0.72,-1.64%,45.46,46.71,41.74,60208000,4/9/2020
XPO,Xpo Logistics Inc,61.9,-2.11,-3.30%,67,70.22,60.2,2447600,4/9/2020
XRAY,Dentsply Sirona Inc,41.87,2.29,5.79%,39.82,42.15,39.28,3700300,4/9/2020
XRX,Xerox Corp,19.36,0.1,0.52%,19.83,20.56,19.1,3924900,4/9/2020
XYL,Xylem Inc,69.34,0.25,0.36%,69.68,70.49,68.74,1349900,4/9/2020
Y,Alleghany Corp,584.82,24.48,4.37%,560.39,602.14,560.39,63800,4/9/2020
YUM,Yum! Brands,80.37,5,6.63%,77.59,82.1,77,4199800,4/9/2020
YUMC,Yum China Holdings Inc,45.48,0.63,1.40%,44.77,46.29,44.29,1916800,4/9/2020
Z,Zillow Group Cl C,40.63,1.44,3.67%,40.55,42.57,39.77,4731700,4/9/2020
ZBH,Zimmer Biomet Holdings,110.36,-0.92,-0.83%,111.96,114.76,108.28,2060100,4/9/2020
ZBRA,Zebra Technologies,201.22,4.57,2.32%,198.83,202.49,197.17,529200,4/9/2020
ZEN,Zendesk Inc,68.71,1.75,2.61%,68.18,71.28,67.49,3062100,4/9/2020
ZG,Zillow Grp Inc Cl A,40.07,1.42,3.67%,40.18,41.72,39.23,1156300,4/9/2020
ZION,Zions Bancorp,31,1.56,5.28%,30,31.09,29.84,5445500,4/9/2020
ZNGA,Zynga Inc Cl A,6.91,0.13,1.92%,6.8,6.92,6.66,24780400,4/9/2020
ZS,Zscaler Inc,62.59,-2.34,-3.60%,64.18,66.42,62.02,4588700,4/9/2020
ZTS,Zoetis Inc Cl A,128.75,1.5,1.18%,126.55,131.15,126.44,1962300,4/9/2020
